FROM_CURRENCY|TO_CURRENCY|RATE_DATE|RATE_TYPE|CONVERSION_RATE|INVERSE_RATE
AUD|SGD|24-MAR-2022|Spot|1.017679313|0.98263
AUD|SGD|24-MAY-2022|Spot|0.975642524|1.02497
AUD|SGD|24-NOV-2021|Spot|0.985917165|1.01428
AUD|SGD|24-OCT-2021|Spot|1.006405583|0.99364
AUD|SGD|25-APR-2022|Spot|1.005|0.99502
AUD|SGD|25-DEC-2021|Spot|0.980660761|1.01972
AUD|SGD|25-FEB-2022|Spot|0.968196714|1.03285
AUD|SGD|25-JAN-2022|Spot|0.957055382|1.04487
AUD|SGD|25-MAR-2022|Spot|1.019468544|0.9809
AUD|SGD|25-MAY-2022|Spot|0.971103549|1.02976
AUD|SGD|25-NOV-2021|Spot|0.984151297|1.0161
AUD|SGD|25-OCT-2021|Spot|1.006326927|0.99371
AUD|SGD|26-APR-2022|Spot|1.005|0.99502
AUD|SGD|26-DEC-2021|Spot|0.98181275|1.01852
AUD|SGD|26-FEB-2022|Spot|0.976750181|1.0238
AUD|SGD|26-JAN-2022|Spot|0.959790348|1.04189
AUD|SGD|26-MAR-2022|Spot|1.018979865|0.98137
AUD|SGD|26-MAY-2022|Spot|0.973005758|1.02774
AUD|SGD|26-NOV-2021|Spot|0.983442081|1.01684
AUD|SGD|26-OCT-2021|Spot|1.009491136|0.9906
AUD|SGD|27-APR-2022|Spot|1.005|0.99502
AUD|SGD|27-DEC-2021|Spot|0.981339269|1.01902
AUD|SGD|27-FEB-2022|Spot|0.978123429|1.02237
AUD|SGD|27-JAN-2022|Spot|0.963961577|1.03739
AUD|SGD|27-MAR-2022|Spot|1.020149742|0.98025
AUD|SGD|27-MAY-2022|Spot|0.972550045|1.02822
AUD|SGD|27-NOV-2021|Spot|0.977540379|1.02298
AUD|SGD|27-OCT-2021|Spot|1.010523765|0.98959
AUD|SGD|28-APR-2022|Spot|1.005|0.99502
AUD|SGD|28-DEC-2021|Spot|0.982043397|1.01828
AUD|SGD|28-FEB-2022|Spot|0.97588334|1.02471
AUD|SGD|28-FEB-2022|Corporate|0.983963598|1.0163
AUD|SGD|28-FEB-2022|"Monthly Average"|0.963981761|1.03736
AUD|SGD|28-JAN-2022|Spot|0.953095182|1.04921
AUD|SGD|28-MAR-2022|Spot|1.016164496|0.98409
AUD|SGD|28-MAY-2022|Spot|0.979418374|1.02101
AUD|SGD|28-NOV-2021|Spot|0.97690652|1.02364
AUD|SGD|28-OCT-2021|Spot|1.013161688|0.98701
AUD|SGD|29-APR-2022|Spot|1.005|0.99502
AUD|SGD|29-DEC-2021|Spot|0.97944059|1.02099
AUD|SGD|29-JAN-2022|Spot|0.948567814|1.05422
AUD|SGD|29-MAR-2022|Spot|1.018890897|0.98146
AUD|SGD|29-MAY-2022|Spot|0.982380818|1.01794
AUD|SGD|29-NOV-2021|Spot|0.976250797|1.02433
AUD|SGD|30-APR-2022|Corporate|0.976692241|1.02386
AUD|SGD|30-APR-2022|Spot|1.005|0.99502
AUD|SGD|30-APR-2022|"Monthly Average"|1.006397571|0.99364
AUD|SGD|30-DEC-2021|Spot|0.978815591|1.02164
AUD|SGD|30-JAN-2022|Spot|0.94781929|1.05505
AUD|SGD|30-MAR-2022|Spot|1.017244264|0.98305
AUD|SGD|30-MAY-2022|Spot|1.005|0.99502
AUD|SGD|30-NOV-2021|"Monthly Average"|0.99149976|1.00857
AUD|SGD|30-NOV-2021|Spot|0.975383982|1.02524
AUD|SGD|30-NOV-2021|Corporate|0.972780175|1.02798
AUD|SGD|30-OCT-2021|Spot|1.01358193|0.9866
AUD|SGD|30-SEP-2021|Corporate|0.981737|1.0186
AUD|SGD|30-SEP-2021|"Monthly Average"|0.986621|1.01356
AUD|SGD|31-AUG-2021|"Monthly Average"|0.989341|1.01077
AUD|SGD|31-AUG-2021|Corporate|0.981737|1.0186
AUD|SGD|31-DEC-2021|"Monthly Average"|0.975176739|1.02546
AUD|SGD|31-DEC-2021|Corporate|0.980118108|1.02029
AUD|SGD|31-DEC-2021|Spot|0.981517397|1.01883
AUD|SGD|31-JAN-2022|Spot|0.948137256|1.0547
AUD|SGD|31-JAN-2022|Corporate|0.95432488|1.04786
AUD|SGD|31-JAN-2022|"Monthly Average"|0.969684141|1.03126
AUD|SGD|31-JUL-2021|"Monthly Average"|1.006323|0.99372
AUD|SGD|31-JUL-2021|Corporate|0.99466|1.00537
AUD|SGD|31-MAR-2022|Spot|1.015761628|0.98448
AUD|SGD|31-MAR-2022|Corporate|1.015088317|0.98514
AUD|SGD|31-MAR-2022|"Monthly Average"|1.002110244|0.99789
AUD|SGD|31-MAY-2022|"Monthly Average"|0.974719169|1.02594
AUD|SGD|31-MAY-2022|Spot|0.983590112|1.01668
AUD|SGD|31-MAY-2022|Corporate|0.984124502|1.01613
AUD|SGD|31-OCT-2021|Corporate|1.014969724|0.98525
AUD|SGD|31-OCT-2021|Spot|1.014228464|0.98597
AUD|SGD|31-OCT-2021|"Monthly Average"|0.999183235|1.00082
AUD|USD|01-APR-2022|Spot|0.749750685|1.33378
AUD|USD|01-DEC-2021|Spot|0.70960923|1.40923
AUD|USD|01-FEB-2022|Spot|0.706138166|1.41615
AUD|USD|01-JAN-2022|Spot|0.726782766|1.37593
AUD|USD|01-JUN-2022|Spot|0.718522307|1.39175
AUD|USD|01-MAR-2022|Spot|0.726062881|1.37729
AUD|USD|01-MAY-2022|Spot|0.74|1.35135
AUD|USD|01-NOV-2021|Spot|0.752486814|1.32893
AUD|USD|02-APR-2022|Spot|0.749317943|1.33455
AUD|USD|02-DEC-2021|Spot|0.714547563|1.39949
AUD|USD|02-FEB-2022|Spot|0.710972345|1.40652
AUD|USD|02-JAN-2022|Spot|0.726387938|1.37667
AUD|USD|02-JUN-2022|Spot|0.71617467|1.39631
AUD|USD|02-MAR-2022|Spot|0.724640803|1.37999
AUD|USD|02-MAY-2022|Spot|0.74|1.35135
AUD|USD|02-NOV-2021|Spot|0.753326045|1.32745
AUD|USD|02-OCT-2021|Spot|0.726950887|1.37561
AUD|USD|03-APR-2022|Spot|0.749227338|1.33471
AUD|USD|03-DEC-2021|Spot|0.709660933|1.40912
AUD|USD|03-FEB-2022|Spot|0.712385821|1.40373
AUD|USD|03-JAN-2022|Spot|0.727076244|1.37537
AUD|USD|03-JUN-2022|Spot|0.725257091|1.37882
AUD|USD|03-MAR-2022|Spot|0.728216338|1.37322
AUD|USD|03-MAY-2022|Spot|0.74|1.35135
AUD|USD|03-NOV-2021|Spot|0.74295184|1.34598
AUD|USD|03-OCT-2021|Spot|0.725980646|1.37745
AUD|USD|04-APR-2022|Spot|0.75002213|1.33329
AUD|USD|04-DEC-2021|Spot|0.701132226|1.42626
AUD|USD|04-FEB-2022|Spot|0.71425305|1.40006
AUD|USD|04-JAN-2022|Spot|0.719517122|1.38982
AUD|USD|04-JUN-2022|Spot|0.720925473|1.38711
AUD|USD|04-MAR-2022|Spot|0.73156901|1.36693
AUD|USD|04-MAY-2022|Spot|0.74|1.35135
AUD|USD|04-NOV-2021|Spot|0.742991774|1.34591
AUD|USD|04-OCT-2021|Spot|0.725516057|1.37833
AUD|USD|05-APR-2022|Spot|0.754671456|1.32508
AUD|USD|05-DEC-2021|Spot|0.700132287|1.4283
AUD|USD|05-FEB-2022|Spot|0.706766827|1.41489
AUD|USD|05-JAN-2022|Spot|0.724119483|1.38099
AUD|USD|05-JUN-2022|Spot|0.720676182|1.38759
AUD|USD|05-MAR-2022|Spot|0.735993145|1.35871
AUD|USD|05-MAY-2022|Spot|0.74|1.35135
AUD|USD|05-NOV-2021|Spot|0.739995068|1.35136
AUD|USD|05-OCT-2021|Spot|0.728260812|1.37313
AUD|USD|06-APR-2022|Spot|0.759639259|1.31641
AUD|USD|06-DEC-2021|Spot|0.699795367|1.42899
AUD|USD|06-FEB-2022|Spot|0.707231882|1.41396
AUD|USD|06-JAN-2022|Spot|0.726005387|1.3774
AUD|USD|06-JUN-2022|Spot|0.721408706|1.38618
AUD|USD|06-MAR-2022|Spot|0.737345098|1.35622
AUD|USD|06-MAY-2022|Spot|0.74|1.35135
AUD|USD|06-NOV-2021|Spot|0.740962496|1.3496
AUD|USD|06-OCT-2021|Spot|0.729472787|1.37085
AUD|USD|07-APR-2022|Spot|0.754257705|1.32581
AUD|USD|07-DEC-2021|Spot|0.704420878|1.41961
AUD|USD|07-FEB-2022|Spot|0.707294292|1.41384
AUD|USD|07-JAN-2022|Spot|0.71662407|1.39543
AUD|USD|07-JUN-2022|Spot|0.72057967|1.38777
AUD|USD|07-MAR-2022|Spot|0.736767408|1.35728
AUD|USD|07-MAY-2022|Spot|0.74|1.35135
AUD|USD|07-NOV-2021|Spot|0.739922144|1.35149
AUD|USD|07-OCT-2021|Spot|0.72556166|1.37824
AUD|USD|08-APR-2022|Spot|0.747128316|1.33846
AUD|USD|08-DEC-2021|Spot|0.704901961|1.41864
AUD|USD|08-FEB-2022|Spot|0.711153348|1.40617
AUD|USD|08-JAN-2022|Spot|0.71841734|1.39195
AUD|USD|08-JUN-2022|Spot|0.721004861|1.38695
AUD|USD|08-MAR-2022|Spot|0.732131284|1.36588
AUD|USD|08-MAY-2022|Spot|0.74|1.35135
AUD|USD|08-NOV-2021|Spot|0.740112123|1.35115
AUD|USD|08-OCT-2021|Spot|0.73220141|1.36574
AUD|USD|09-APR-2022|Spot|0.745826949|1.34079
AUD|USD|09-DEC-2021|Spot|0.716492338|1.39569
AUD|USD|09-FEB-2022|Spot|0.713277421|1.40198
AUD|USD|09-JAN-2022|Spot|0.718142084|1.39248
AUD|USD|09-JUN-2022|Spot|0.721839338|1.38535
AUD|USD|09-MAR-2022|Spot|0.726164372|1.3771
AUD|USD|09-MAY-2022|Spot|0.74|1.35135
AUD|USD|09-NOV-2021|Spot|0.742149019|1.34744
AUD|USD|09-OCT-2021|Spot|0.730744572|1.36847
AUD|USD|10-APR-2022|Spot|0.745117004|1.34207
AUD|USD|10-DEC-2021|Spot|0.714573223|1.39944
AUD|USD|10-FEB-2022|Spot|1.392448373|0.71816
AUD|USD|10-JAN-2022|Spot|0.718066869|1.39263
AUD|USD|10-JUN-2022|Spot|0.71209668|1.4043
AUD|USD|10-MAR-2022|Spot|0.732176591|1.36579
AUD|USD|10-MAY-2022|Spot|0.74|1.35135
AUD|USD|10-NOV-2021|Spot|0.737333533|1.35624
AUD|USD|10-OCT-2021|Spot|0.73082439|1.36832
AUD|USD|11-APR-2022|Spot|0.745426285|1.34151
AUD|USD|11-DEC-2021|Spot|0.71752624|1.39368
AUD|USD|11-FEB-2022|Spot|0.724660535|1.37996
AUD|USD|11-JAN-2022|Spot|0.717084399|1.39454
AUD|USD|11-JUN-2022|Spot|0.705090722|1.41826
AUD|USD|11-MAR-2022|Spot|0.73630111|1.35814
AUD|USD|11-MAY-2022|Spot|0.74|1.35135
AUD|USD|11-NOV-2021|Spot|0.735776331|1.35911
AUD|USD|11-OCT-2021|Spot|0.730165515|1.36955
AUD|USD|12-APR-2022|Spot|0.742249895|1.34726
AUD|USD|12-DEC-2021|Spot|0.717504668|1.39372
AUD|USD|12-FEB-2022|Spot|0.717777317|1.39319
AUD|USD|12-JAN-2022|Spot|0.719626549|1.38961
AUD|USD|12-JUN-2022|Spot|0.70713025|1.41417
AUD|USD|12-MAR-2022|Spot|0.730653837|1.36864
AUD|USD|12-MAY-2022|Spot|0.74|1.35135
AUD|USD|12-NOV-2021|Spot|0.730832917|1.3683
AUD|USD|12-OCT-2021|Spot|0.736765015|1.35728
AUD|USD|13-APR-2022|Spot|0.748562138|1.33589
AUD|USD|13-DEC-2021|Spot|0.717390475|1.39394
AUD|USD|13-FEB-2022|Spot|0.713217427|1.4021
AUD|USD|13-JAN-2022|Spot|0.727736311|1.37412
AUD|USD|13-JUN-2022|Spot|0.705765526|1.4169
AUD|USD|13-MAR-2022|Spot|0.728852824|1.37202
AUD|USD|13-MAY-2022|Spot|0.74|1.35135
AUD|USD|13-NOV-2021|Spot|0.731921777|1.36627
AUD|USD|13-OCT-2021|Spot|0.736272752|1.35819
AUD|USD|14-APR-2022|Spot|0.742155572|1.34743
AUD|USD|14-DEC-2021|Spot|0.712231997|1.40404
AUD|USD|14-FEB-2022|Spot|0.713977034|1.40061
AUD|USD|14-JAN-2022|Spot|0.729904624|1.37004
AUD|USD|14-JUN-2022|Spot|0.694278812|1.44034
AUD|USD|14-MAR-2022|Spot|0.729692275|1.37044
AUD|USD|14-MAY-2022|Spot|0.691946829|1.4452
AUD|USD|14-NOV-2021|Spot|0.733071172|1.36412
AUD|USD|14-OCT-2021|Spot|0.73703409|1.35679
AUD|USD|15-APR-2022|Spot|0.740310158|1.35079
AUD|USD|15-DEC-2021|Spot|0.710232043|1.40799
AUD|USD|15-FEB-2022|Spot|0.712679474|1.40316
AUD|USD|15-JAN-2022|Spot|0.722305851|1.38446
AUD|USD|15-JUN-2022|Spot|0.690566044|1.44809
AUD|USD|15-MAR-2022|Spot|0.723446173|1.38227
AUD|USD|15-MAY-2022|Spot|0.693815961|1.4413
AUD|USD|15-NOV-2021|Spot|0.733273742|1.36375
AUD|USD|15-OCT-2021|Spot|0.741987234|1.34773
AUD|USD|16-APR-2022|Spot|0.74|1.35135
AUD|USD|16-DEC-2021|Spot|0.712059163|1.40438
AUD|USD|16-FEB-2022|Spot|0.715055214|1.39849
AUD|USD|16-JAN-2022|Spot|0.720733582|1.38748
AUD|USD|16-MAR-2022|Spot|0.719673137|1.38952
AUD|USD|16-MAY-2022|Spot|0.694555853|1.43977
AUD|USD|16-NOV-2021|Spot|0.736087849|1.35853
AUD|USD|16-OCT-2021|Spot|0.74151974|1.34858
AUD|USD|17-APR-2022|Spot|0.74|1.35135
AUD|USD|17-DEC-2021|Spot|0.719016069|1.39079
AUD|USD|17-FEB-2022|Spot|1.392573374|0.7181
AUD|USD|17-JAN-2022|Spot|0.721090485|1.38679
AUD|USD|17-MAR-2022|Spot|0.725168078|1.37899
AUD|USD|17-MAY-2022|Spot|0.694293851|1.44031
AUD|USD|17-NOV-2021|Spot|0.73167824|1.36672
AUD|USD|17-OCT-2021|Spot|0.741632151|1.34838
AUD|USD|18-APR-2022|Spot|0.74|1.35135
AUD|USD|18-DEC-2021|Spot|0.714687501|1.39921
AUD|USD|18-FEB-2022|Spot|1.390048419|0.7194
AUD|USD|18-JAN-2022|Spot|0.721142104|1.38669
AUD|USD|18-MAR-2022|Spot|0.738051392|1.35492
AUD|USD|18-MAY-2022|Spot|0.74|1.35135
AUD|USD|18-NOV-2021|Spot|0.727454952|1.37466
AUD|USD|18-OCT-2021|Spot|0.741614965|1.34841
AUD|USD|19-APR-2022|Spot|0.74|1.35135
AUD|USD|19-DEC-2021|Spot|0.712751771|1.40301
AUD|USD|19-FEB-2022|Spot|0.717326081|1.39407
AUD|USD|19-JAN-2022|Spot|0.718709563|1.39138
AUD|USD|19-MAR-2022|Spot|0.740452158|1.35053
AUD|USD|19-MAY-2022|Spot|0.700055571|1.42846
AUD|USD|19-NOV-2021|Spot|0.725913692|1.37757
AUD|USD|19-OCT-2021|Spot|0.741540743|1.34854
AUD|USD|20-APR-2022|Spot|0.74|1.35135
AUD|USD|20-DEC-2021|Spot|0.713638933|1.40127
AUD|USD|20-FEB-2022|Spot|0.717835295|1.39308
AUD|USD|20-JAN-2022|Spot|0.722564031|1.38396
AUD|USD|20-MAR-2022|Spot|0.742147856|1.34744
AUD|USD|20-MAY-2022|Spot|0.705658241|1.41712
AUD|USD|20-NOV-2021|Spot|0.725265536|1.37881
AUD|USD|20-OCT-2021|Spot|0.748129267|1.33667
AUD|USD|21-APR-2022|Spot|0.74|1.35135
AUD|USD|21-DEC-2021|Spot|0.71169113|1.4051
AUD|USD|21-FEB-2022|Spot|0.717970716|1.39281
AUD|USD|21-JAN-2022|Spot|0.726540836|1.37639
AUD|USD|21-MAR-2022|Spot|0.74200934|1.34769
AUD|USD|21-MAY-2022|Spot|0.74|1.35135
AUD|USD|21-NOV-2021|Spot|0.723437751|1.38229
AUD|USD|21-OCT-2021|Spot|0.751259803|1.3311
AUD|USD|22-APR-2022|Spot|0.74|1.35135
AUD|USD|22-DEC-2021|Spot|0.713656725|1.40123
AUD|USD|22-FEB-2022|Spot|1.386520244|0.72123
AUD|USD|22-JAN-2022|Spot|0.719890879|1.3891
AUD|USD|22-MAR-2022|Spot|0.741386323|1.34882
AUD|USD|22-MAY-2022|Spot|0.74|1.35135
AUD|USD|22-OCT-2021|Spot|0.749069807|1.33499
AUD|USD|23-APR-2022|Spot|0.74|1.35135
AUD|USD|23-DEC-2021|Spot|0.721385105|1.38622
AUD|USD|23-FEB-2022|Spot|0.722464713|1.38415
AUD|USD|23-JAN-2022|Spot|0.718308913|1.39216
AUD|USD|23-MAR-2022|Spot|0.743715244|1.3446
AUD|USD|23-MAY-2022|Spot|0.74|1.35135
AUD|USD|23-OCT-2021|Spot|0.746456169|1.33966
AUD|USD|24-APR-2022|Spot|0.74|1.35135
AUD|USD|24-DEC-2021|Spot|0.72376437|1.38167
AUD|USD|24-FEB-2022|Spot|0.724574828|1.38012
AUD|USD|24-JAN-2022|Spot|0.718647238|1.3915
AUD|USD|24-MAR-2022|Spot|0.749668091|1.33392
AUD|USD|24-MAY-2022|Spot|0.710120915|1.40821
AUD|USD|24-NOV-2021|Spot|0.721814362|1.3854
AUD|USD|24-OCT-2021|Spot|0.746394431|1.33977
AUD|USD|25-APR-2022|Spot|0.74|1.35135
AUD|USD|25-DEC-2021|Spot|0.722313481|1.38444
AUD|USD|25-FEB-2022|Spot|0.712808736|1.4029
AUD|USD|25-JAN-2022|Spot|0.710136377|1.40818
AUD|USD|25-MAR-2022|Spot|0.751000666|1.33156
AUD|USD|25-MAY-2022|Spot|0.70803362|1.41236
AUD|USD|25-NOV-2021|Spot|0.719224356|1.39039
AUD|USD|25-OCT-2021|Spot|0.746317786|1.33991
AUD|USD|26-APR-2022|Spot|0.74|1.35135
AUD|USD|26-DEC-2021|Spot|0.722183763|1.38469
AUD|USD|26-FEB-2022|Spot|0.721621812|1.38577
AUD|USD|26-JAN-2022|Spot|0.713780325|1.40099
AUD|USD|26-MAR-2022|Spot|0.75066002|1.33216
AUD|USD|26-MAY-2022|Spot|0.706706567|1.41501
AUD|USD|26-NOV-2021|Spot|0.719017976|1.39079
AUD|USD|26-OCT-2021|Spot|0.749519064|1.33419
AUD|USD|27-APR-2022|Spot|0.74|1.35135
AUD|USD|27-DEC-2021|Spot|0.722020239|1.385
AUD|USD|27-FEB-2022|Spot|0.722574508|1.38394
AUD|USD|27-JAN-2022|Spot|0.716720065|1.39524
AUD|USD|27-MAR-2022|Spot|0.75122575|1.33116
AUD|USD|27-MAY-2022|Spot|0.707799151|1.41283
AUD|USD|27-NOV-2021|Spot|0.712683196|1.40315
AUD|USD|27-OCT-2021|Spot|0.749625709|1.334
AUD|USD|28-APR-2022|Spot|0.74|1.35135
AUD|USD|28-DEC-2021|Spot|0.723711255|1.38177
AUD|USD|28-FEB-2022|Corporate|0.726062881|1.37729
AUD|USD|28-FEB-2022|Spot|0.720905786|1.38714
AUD|USD|28-FEB-2022|"Monthly Average"|0.715509608|1.39761
AUD|USD|28-JAN-2022|Spot|0.704342868|1.41976
AUD|USD|28-MAR-2022|Spot|0.748302604|1.33636
AUD|USD|28-MAY-2022|Spot|0.715245047|1.39812
AUD|USD|28-NOV-2021|Spot|0.712396703|1.40371
AUD|USD|28-OCT-2021|Spot|0.751456041|1.33075
AUD|USD|29-APR-2022|Spot|0.74|1.35135
AUD|USD|29-DEC-2021|Spot|0.723162753|1.38281
AUD|USD|29-JAN-2022|Spot|0.699827025|1.42892
AUD|USD|29-MAR-2022|Spot|0.748499071|1.33601
AUD|USD|29-MAY-2022|Spot|0.716308429|1.39605
AUD|USD|29-NOV-2021|Spot|0.711915152|1.40466
AUD|USD|30-APR-2022|Corporate|0.706005416|1.41642
AUD|USD|30-APR-2022|Spot|0.74|1.35135
AUD|USD|30-APR-2022|"Monthly Average"|0.737434329|1.35605
AUD|USD|30-DEC-2021|Spot|0.723912432|1.38138
AUD|USD|30-JAN-2022|Spot|0.699506944|1.42958
AUD|USD|30-MAR-2022|Spot|0.750562762|1.33233
AUD|USD|30-MAY-2022|Spot|0.74|1.35135
AUD|USD|30-NOV-2021|Spot|0.711788084|1.40491
AUD|USD|30-NOV-2021|"Monthly Average"|0.730679602|1.36859
AUD|USD|30-NOV-2021|Corporate|0.70960923|1.40923
AUD|USD|30-OCT-2021|Spot|0.751429057|1.3308
AUD|USD|30-SEP-2021|Corporate|0.722836|1.38344
AUD|USD|31-AUG-2021|Corporate|0.730649|1.36865
AUD|USD|31-DEC-2021|"Monthly Average"|0.71498118|1.39864
AUD|USD|31-DEC-2021|Corporate|0.726782766|1.37593
AUD|USD|31-DEC-2021|Spot|0.72588182|1.37763
AUD|USD|31-JAN-2022|Spot|0.699732485|1.42912
AUD|USD|31-JAN-2022|Corporate|0.706138166|1.41615
AUD|USD|31-JAN-2022|"Monthly Average"|0.717935258|1.39288
AUD|USD|31-JUL-2021|Corporate|0.734426|1.36161
AUD|USD|31-MAR-2022|Corporate|0.749750685|1.33378
AUD|USD|31-MAR-2022|Spot|0.750719242|1.33206
AUD|USD|31-MAR-2022|"Monthly Average"|0.737628069|1.3557
AUD|USD|31-MAY-2022|"Monthly Average"|0.70506717|1.4183
AUD|USD|31-MAY-2022|Spot|0.719716806|1.38944
AUD|USD|31-MAY-2022|Corporate|0.718522307|1.39175
AUD|USD|31-OCT-2021|Corporate|0.752486814|1.32893
AUD|USD|31-OCT-2021|"Monthly Average"|0.739310145|1.35261
AUD|USD|31-OCT-2021|Spot|0.751939578|1.32989
EUR|AUD|01-APR-2022|Spot|1.479910116|0.67572
EUR|AUD|01-DEC-2021|Spot|1.587263438|0.63002
EUR|AUD|01-FEB-2022|Spot|1.587299291|0.63
EUR|AUD|01-JAN-2022|Spot|1.565324225|0.63885
EUR|AUD|01-JUN-2022|Spot|1.493560159|0.66954
EUR|AUD|01-MAR-2022|Spot|1.545688924|0.64696
EUR|AUD|01-MAY-2022|Spot|1.44927536231884057971014492753623188406E00|0.69
EUR|AUD|01-NOV-2021|Spot|1.53679834|0.6507
EUR|AUD|01-OCT-2021|Spot|1.601604|0.62437
EUR|AUD|02-APR-2022|Spot|1.473805534|0.67852
EUR|AUD|02-DEC-2021|Spot|1.586260276|0.63041
EUR|AUD|02-FEB-2022|Spot|1.580561535|0.63269
EUR|AUD|02-JAN-2022|Spot|1.565157334|0.63891
EUR|AUD|02-JUN-2022|Spot|1.486000625|0.67295
EUR|AUD|02-MAR-2022|Spot|1.532081539|0.65271
EUR|AUD|02-MAY-2022|Spot|1.44927536231884057971014492753623188406E00|0.69
EUR|AUD|02-NOV-2021|Spot|1.538475893|0.64999
EUR|AUD|02-OCT-2021|Spot|1.595245399|0.62686
EUR|AUD|03-APR-2022|Spot|1.47466834|0.67812
EUR|AUD|03-DEC-2021|Spot|1.594564376|0.62713
EUR|AUD|03-FEB-2022|Spot|1.585958789|0.63053
EUR|AUD|03-JAN-2022|Spot|1.564472334|0.63919
EUR|AUD|03-JUN-2022|Spot|1.480068916|0.67564
EUR|AUD|03-MAR-2022|Spot|1.525248555|0.65563
EUR|AUD|03-MAY-2022|Spot|1.44927536231884057971014492753623188406E00|0.69
EUR|AUD|03-NOV-2021|Spot|1.558663644|0.64158
EUR|AUD|03-OCT-2021|Spot|1.597356201|0.62603
EUR|AUD|04-APR-2022|Spot|1.472639067|0.67905
EUR|AUD|04-DEC-2021|Spot|1.612649477|0.6201
EUR|AUD|04-FEB-2022|Spot|1.599666868|0.62513
EUR|AUD|04-JAN-2022|Spot|1.56896168|0.63736
EUR|AUD|04-JUN-2022|Spot|1.486029155|0.67293
EUR|AUD|04-MAR-2022|Spot|1.511185226|0.66173
EUR|AUD|04-MAY-2022|Spot|1.44927536231884057971014492753623188406E00|0.69
EUR|AUD|04-NOV-2021|Spot|1.558923588|0.64147
EUR|AUD|04-OCT-2021|Spot|1.597743664|0.62588
EUR|AUD|05-APR-2022|Spot|1.456626345|0.68652
EUR|AUD|05-DEC-2021|Spot|1.615960706|0.61883
EUR|AUD|05-FEB-2022|Spot|1.620410511|0.61713
EUR|AUD|05-JAN-2022|Spot|1.559525026|0.64122
EUR|AUD|05-JUN-2022|Spot|1.487356816|0.67233
EUR|AUD|05-MAR-2022|Spot|1.482537207|0.67452
EUR|AUD|05-MAY-2022|Spot|1.44927536231884057971014492753623188406E00|0.69
EUR|AUD|05-NOV-2021|Spot|1.559987881|0.64103
EUR|AUD|05-OCT-2021|Spot|1.595767385|0.62666
EUR|AUD|06-APR-2022|Spot|1.437911833|0.69545
EUR|AUD|06-DEC-2021|Spot|1.616336562|0.61868
EUR|AUD|06-FEB-2022|Spot|1.61896684|0.61768
EUR|AUD|06-JAN-2022|Spot|1.561054497|0.64059
EUR|AUD|06-JUN-2022|Spot|1.485935571|0.67298
EUR|AUD|06-MAR-2022|Spot|1.482662699|0.67446
EUR|AUD|06-MAY-2022|Spot|1.44927536231884057971014492753623188406E00|0.69
EUR|AUD|06-NOV-2021|Spot|1.559393618|0.64127
EUR|AUD|06-OCT-2021|Spot|1.591496559|0.62834
EUR|AUD|07-APR-2022|Spot|1.446603357|0.69127
EUR|AUD|07-DEC-2021|Spot|1.601640721|0.62436
EUR|AUD|07-FEB-2022|Spot|1.619340014|0.61754
EUR|AUD|07-JAN-2022|Spot|1.577680407|0.63384
EUR|AUD|07-JUN-2022|Spot|1.484472224|0.67364
EUR|AUD|07-MAR-2022|Spot|1.484276418|0.67373
EUR|AUD|07-MAY-2022|Spot|1.44927536231884057971014492753623188406E00|0.69
EUR|AUD|07-NOV-2021|Spot|1.562394343|0.64004
EUR|AUD|07-OCT-2021|Spot|1.591015846|0.62853
EUR|AUD|08-APR-2022|Spot|1.458622562|0.68558
EUR|AUD|08-DEC-2021|Spot|1.600742017|0.62471
EUR|AUD|08-FEB-2022|Spot|1.607504112|0.62208
EUR|AUD|08-JAN-2022|Spot|1.580728263|0.63262
EUR|AUD|08-JUN-2022|Spot|1.483541058|0.67406
EUR|AUD|08-MAR-2022|Spot|1.483325863|0.67416
EUR|AUD|08-MAY-2022|Spot|1.44927536231884057971014492753623188406E00|0.69
EUR|AUD|08-NOV-2021|Spot|1.562517547|0.63999
EUR|AUD|08-OCT-2021|Spot|1.579062129|0.63329
EUR|AUD|09-APR-2022|Spot|1.457989084|0.68588
EUR|AUD|09-DEC-2021|Spot|1.580782567|0.6326
EUR|AUD|09-FEB-2022|Spot|1.600487714|0.62481
EUR|AUD|09-JAN-2022|Spot|1.582152131|0.63205
EUR|AUD|09-JUN-2022|Spot|1.487855038|0.67211
EUR|AUD|09-MAR-2022|Spot|1.498416663|0.66737
EUR|AUD|09-MAY-2022|Spot|1.44927536231884057971014492753623188406E00|0.69
EUR|AUD|09-NOV-2021|Spot|1.561569391|0.64038
EUR|AUD|09-OCT-2021|Spot|1.583582738|0.63148
EUR|AUD|10-APR-2022|Spot|1.459521012|0.68516
EUR|AUD|10-DEC-2021|Spot|1.579394981|0.63315
EUR|AUD|10-FEB-2022|Spot|0.628243176|1.59174
EUR|AUD|10-JAN-2022|Spot|1.58234138|0.63197
EUR|AUD|10-JUN-2022|Spot|1.496556951|0.6682
EUR|AUD|10-MAR-2022|Spot|1.511735387|0.66149
EUR|AUD|10-MAY-2022|Spot|1.44927536231884057971014492753623188406E00|0.69
EUR|AUD|10-NOV-2021|Spot|1.570952884|0.63656
EUR|AUD|10-OCT-2021|Spot|1.583726193|0.63142
EUR|AUD|11-APR-2022|Spot|1.459087271|0.68536
EUR|AUD|11-DEC-2021|Spot|1.576740985|0.63422
